Date,1-1L-1-1-1F西/1(照明):kWh,1-1L-1-2-1F西/2(照明):kWh,1-1L-1-3-1F西/3(照明):kWh,1-1L-1-4-1F西/4(照明):kWh,1-1L-1-5-1F西/5(照明):kWh,1-1L-1-6-1F西/6(照明):kWh,1-1L-1-7-1F～3Fロビー/7(照明):kWh,1-1L-1-8-1F西/8(照明):kWh,1-1L-1-9-1F西/9(照明):kWh,1-1L-1-10-1F西/10(照明):kWh,1-1L-2-11-1F東/11(照明):kWh,1-1L-2-12-1F東/12(照明):kWh,1-1L-2-13-1F東/13(照明):kWh,1-1L-2-14-1F東/14(照明):kWh,1-1L-2-15-1F東/15(照明):kWh,1-1L-2-16-1F東/16(照明):kWh,1-1L-2-17-1F東/17(照明):kWh,1-1L-11-18-1101教室/18(照明):kWh,1-1L-11-19-1101教室/19(照明):kWh,1-1L-11-20-1101教室/20(照明):kWh,1-1L-11-21-1101教室/21(照明):kWh,1-1L-11-22-1101教室/22(照明):kWh,1-1L-11-23-1101教室/23(照明):kWh,1-1L-12-24-1102教室/24(照明):kWh,1-1L-12-25-1102教室/25(照明):kWh,1-1L-13-26-1103教室/26(照明):kWh,1-1L-13-27-1103教室/27(照明):kWh,1-1L-14-28-1104教室/28(照明):kWh,1-1L-14-29-1104教室/29(照明):kWh,1-1L-14-30-1104教室/30(照明):kWh,1-1L-14-31-1104教室/31(照明):kWh,1-1L-14-32-1104教室/32(照明):kWh,1-1L-14-33-1104教室/33(照明):kWh,1-2L-1-34-2F西/34(照明):kWh,1-2L-1-35-2F西/35(照明):kWh,1-2L-1-36-2F西/36(照明):kWh,1-2L-1-37-2F西/37(照明):kWh,1-2L-1-38-2F西 1201共同研究室1_2照明/38(照明):kWh,1-2L-1-39-2F西/39(照明):kWh,1-2L-1-40-2F西/40(照明):kWh,1-2L-1-41-2F西 共同研究室3～6照明/41(照明):kWh,1-2L-2-42-2F東/42(照明):kWh,1-2L-2-43-2F東/43(照明):kWh,1-2L-2-44-2F東/44(照明):kWh,1-2L-2-45-1202～1204照明/45(照明):kWh,1-2L-2-46-2F東/46(照明):kWh,1-2L-2-47-2F東/47(照明):kWh,1-2L-2-48-1205～1207照明/48(照明):kWh,1-2L-H-49-1208教室/49(照明):kWh,1-2L-I-50-1209教室/50(照明):kWh,1-2L-J-51-1210教室/51(照明):kWh,1-2L-K-52-1211教室/52(照明):kWh,1-2L-L-53-1212教室/53(照明):kWh,1-3L-1-54-3F東/54(照明):kWh,1-3L-1-55-3F東/55(照明):kWh,1-3L-1-56-3F東 ラボスクウェア1_2照明/56(照明):kWh,1-3L-1-57 共同研究室7～9/57(照明):kWh,1-3L-1-58 ラボスクウェア1_2照明/58(照明):kWh,1-3L-1-59 3F東/59(照明):kWh,1-3L-1-60 3F東/60(照明):kWh,1-3L-1-61 共同研究室10～12/61(照明):kWh,1-3L-2-62 3F西/62(照明):kWh,1-3L-2-63 3F西/63(照明):kWh,1-3L-2-64 3F西 ラボスクウェア3_4照明/64(照明):kWh,1-3L-2-65 3F西/65(照明):kWh,1-3L-2-66 共同研究室13西照明/66(照明):kWh,1-3L-2-67 ラボスクウェア3_4照明/67(照明):kWh,1-3L-2-68 3F西/68(照明):kWh,1-3L-2-69 3F西/69(照明):kWh,1-3L-2-70 3F西/70(照明):kWh,1-3L-2-71 3F西 共同研究室13東照明/71(照明):kWh,1号館電灯盤1_R相/73(主幹):kWh,1号館電灯盤2_R相/74(主幹):kWh,1号館電灯盤3_R相/75(主幹):kWh,1号館動力盤1_R相/76(その他動力):kWh,1-GHP-77/77GHP(空調熱源):m3,1号館電灯盤1_T相/73_T(照明等その他):kWh,1号館電灯盤2_T相/74_T(照明等その他):kWh,1号館電灯盤3_T相/75_T(照明等その他):kWh,1号館動力盤1_T相/76_T(その他動力):kWh,1-太陽光発電量/82(発電):kWh
2021/05/24 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.248,1.686,0.614,1.546721,0,3,2.712,0.59,1.993591,0
2021/05/24 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186,1.66,0.614,1.506883,0,3.124,2.686,0.59,1.920843,0
2021/05/24 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.206,1.662,0.612,1.45319,0,3.144,3.06,0.59,1.89313,0
2021/05/25 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656,1.216,0.462,1.025373,0,2.553,2.297,0.441,1.34407,0
2021/05/25 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.616,0.616,1.396033,0,3.298,3.054,0.586,1.822118,0
2021/05/25 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.694,0.618,1.434139,0,3.224,3.04,0.588,1.81692,0
2021/05/25 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232,1.652,0.618,1.47051,0,3.34,2.934,0.584,1.834241,0
2021/05/25 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1.648,0.622,1.416817,0,3.244,2.958,0.588,1.74071,0.1
2021/05/25 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986,1.5,0.624,1.032302,0,3.202,2.816,0.588,1.480903,1.1
2021/05/25 6:00,0.172,0,0,0,0,0,0.19,0.099,0,0.198,0.144,0,0,0.194,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,1.068,0.618,1.508616,0,3.35,2.456,0.588,1.955484,4.5
2021/05/25 7:00,0.176,0,0,0,0,0.035,0.197,0.101,0,0.201,0.149,0,0,0.201,0,0.01,0.1,0,0.026,0.058,0.052,0.055,0,0.008,0.015,0.061,0.088,0,0.034,0.112,0.074,0.105,0,0.001,0,0,0,0.019,0.155,0,0.008,0.022,0,0,0,0.116,0,0,0.009,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.242,0.952,0.952,3.652894,0,3.392,1.366,0.942,4.113618,10
2021/05/25 8:00,0.172,0,0.064,0,0,0.055,0.191,0.097,0,0.196,0.146,0,0.044,0.196,0,0.022,0.097,0,0.001,0.002,0.001,0.001,0,0.062,0.093,0.001,0,0,0.023,0.75,0.051,0.077,0,0.012,0,0.056,0.036,0.002,0.156,0,0.122,0.056,0,0,0.288,0.118,0,0.385,0.351,0.049,0.01,0.013,0.04,0.051,0,0,0,0.055,0,0.024,0.017,0.037,0.001,0,0,0.117,0,0,0,0.013,0.154,2.702,1.33,1.216,6.27695,1,3.908,1.54,1.23,6.727282,16.3
2021/05/25 9:00,0.173,0,0.037,0,0,0.058,0.194,0.099,0,0.198,0.147,0,0.057,0.198,0,0.057,0.098,0,0.003,0.012,0.008,0.011,0,0,0,0,0,0,0,0.744,0,0,0,0.045,0,0.309,0.037,0,0.154,0,0.199,0.099,0,0,0.286,0.116,0,0.395,0.056,0,0.125,0.114,0.223,0.132,0,0,0,0.198,0,0,0.198,0.126,0,0,0,0.395,0,0,0,0.032,0.592,3.408,1.906,1.118,8.112924,2,5.47,1.89,1.126,8.563256,20.5
2021/05/25 10:00,0.175,0,0.067,0,0,0.088,0.195,0.1,0,0.2,0.149,0,0.052,0.199,0,0.067,0.1,0,0.017,0.06,0.071,0.17,0,0,0,0.04,0.056,0,0.043,0.752,0.092,0.144,0,0.062,0,0.311,0.037,0.099,0.157,0,0.386,0.052,0,0,0.254,0.118,0,0.391,0.024,0.219,0.226,0.113,0.038,0.134,0,0,0,0.262,0,0.072,0.328,0.126,0,0,0,0.329,0,0,0,0.049,0.597,3.322,1.662,1.544,9.046498,1,5.226,1.714,1.54,9.566112,22.6
2021/05/25 11:00,0.175,0,0.065,0,0,0.086,0.195,0.099,0,0.199,0.148,0,0.078,0.199,0,0.027,0.099,0,0.207,0.753,0.457,0.697,0,0,0,0.399,0.585,0,0.202,0.736,0.449,0.685,0,0.058,0,0.305,0.036,0.199,0.153,0,0.221,0.074,0,0,0.286,0.116,0,0.451,0.585,0.605,0.476,0.335,0.553,0.13,0,0,0,0,0,0.015,0.197,0.124,0,0,0,0.197,0,0,0,0.026,0.585,3.494,1.65,7.056,9.517616,2,5.53,1.562,7.492,9.950626,23.7
2021/05/25 12:00,0.173,0,0.105,0,0,0.08,0.193,0.098,0,0.197,0.146,0,0.086,0.196,0,0.059,0.097,0,0.152,0.548,0.334,0.508,0,0,0,0.398,0.597,0,0.208,0.752,0.457,0.698,0,0.054,0,0.312,0.037,0.2,0.157,0,0.264,0.091,0,0,0.267,0.118,0,0.36,0.597,0.527,0.487,0.388,0.593,0.134,0,0,0,0.183,0,0.027,0.194,0.127,0,0,0,0.329,0,0,0,0.045,0.598,3.53,2.076,6.09,9.006659,2,5.286,2.098,6.666,9.45526,23.3
2021/05/25 13:00,0.175,0,0.113,0,0,0.094,0.195,0.1,0,0.2,0.149,0,0.11,0.2,0,0.073,0.098,0,0.204,0.74,0.449,0.686,0,0,0,0.39,0.586,0,0.203,0.737,0.449,0.686,0,0.074,0,0.306,0.037,0.062,0.153,0,0.197,0.117,0,0,0.563,0.116,0,0.578,0.585,0.581,0.478,0.438,0.581,0.131,0,0,0,0.394,0,0.053,0.186,0.124,0,0,0,0.365,0,0,0,0.05,0.586,3.568,1.966,5.572,8.450672,1,5.812,2.576,5.584,8.821332,21.9
2021/05/25 14:00,0.171,0,0.091,0,0,0.075,0.191,0.097,0,0.195,0.145,0,0.075,0.194,0,0.049,0.098,0,0.207,0.747,0.454,0.692,0,0,0,0.395,0.592,0,0.205,0.746,0.453,0.692,0,0.049,0,0.309,0.037,0.242,0.156,0,0.278,0.089,0,0,0.595,0.117,0,0.594,0.591,0.587,0.482,0.147,0.611,0.132,0,0,0,0.398,0,0.039,0.253,0.126,0,0,0,0.198,0,0,0,0.024,0.593,3.388,2.338,6.052,7.752656,2,5.462,3.042,6.122,8.170081,19.8
2021/05/25 15:00,0.176,0,0.114,0,0,0.091,0.197,0.101,0,0.201,0.149,0,0.117,0.201,0,0.063,0.1,0,0.209,0.756,0.46,0.69,0,0.226,0.359,0.393,0.59,0,0.204,0.742,0.452,0.69,0,0.074,0,0.308,0.036,0.4,0.154,0,0.256,0.093,0,0,0.546,0.117,0,0.559,0.589,0.585,0.481,0.367,0.621,0.132,0,0,0,0.17,0,0.045,0.385,0.125,0,0,0,0.197,0,0,0,0.037,0.59,3.618,4.262,6.412,3.606128,1,5.954,4.42,6.722,4.051266,10.8
2021/05/25 16:00,0.171,0,0.08,0,0,0.058,0.191,0.097,0,0.196,0.146,0,0.091,0.195,0,0.043,0.097,0,0.203,0.735,0.447,0.693,0,0.386,0.615,0.396,0.593,0,0.206,0.747,0.454,0.693,0,0.058,0,0.31,0.037,0.402,0.156,0,0.199,0.085,0,0,0.596,0.117,0,0.596,0.592,0.604,0.484,0.187,0.625,0.133,0,0,0,0,0,0.013,0.387,0.126,0,0,0,0.199,0,0,0,0.032,0.594,3.402,5.208,7.142,1.965877,1,5.566,4.898,7.942,2.395425,5.3
2021/05/25 17:00,0.174,0,0.07,0,0,0.082,0.195,0.099,0,0.198,0.147,0,0.099,0.198,0,0.039,0.099,0,0.207,0.747,0.454,0.692,0,0.386,0.613,0.395,0.593,0,0.205,0.745,0.454,0.693,0,0.058,0,0.31,0.037,0.318,0.155,0,0.324,0.102,0,0,0.432,0.117,0,0.223,0.592,0.588,0.479,0.12,0.625,0.133,0,0,0,0.098,0,0.039,0.246,0.125,0,0,0,0.197,0,0,0,0.026,0.313,3.256,4.828,5.192,1.344069,0,5.51,4.612,5.53,1.806528,2.7
2021/05/25 18:00,0.174,0,0.059,0.112,0,0.027,0.193,0.099,0,0.198,0.147,0,0.02,0.198,0,0.014,0.098,0,0.205,0.744,0.453,0.691,0,0.385,0.612,0.394,0.591,0,0.205,0.744,0.452,0.69,0,0.017,0,0.308,0.036,0,0.155,0,0.001,0.014,0,0,0.395,0.117,0,0,0.424,0.416,0.331,0,0.622,0.132,0,0,0,0.198,0,0.019,0.198,0.126,0,0,0,0.197,0,0,0,0.016,0.197,3.936,3.888,4.374,1.447995,0,5.884,3.93,4.408,1.721658,0.6
2021/05/25 19:00,0.175,0,0.044,0.317,0,0.044,0.196,0.037,0,0.075,0.059,0,0.047,0.072,0,0.004,0.036,0,0.004,0.014,0.008,0.012,0,0.121,0.194,0.133,0.199,0,0.074,0.266,0.162,0.248,0,0.016,0,0.307,0.011,0,0.154,0,0,0.05,0,0,0.2,0.116,0,0,0.003,0.003,0.438,0.005,0.119,0.131,0,0,0,0.157,0,0.029,0.122,0.124,0,0,0,0.038,0,0,0,0.02,0.108,5.16,3.146,1.434,1.650644,1,6.594,3.73,1.442,2.00225,0
2021/05/25 20:00,0.171,0,0,0.31,0,0.009,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,0.156,0,0,0,0,0,0,0.117,0,0,0,0,0.484,0,0,0.133,0,0,0,0,0,0.007,0,0.01,0,0,0,0,0,0,0,0.001,0.001,4.402,2.144,0.784,1.408157,0,4.996,3.114,0.774,1.830778,0
2021/05/25 21:00,0.119,0,0,0.216,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0.24,0,0,0.118,0,0,0,0,0,0,0.087,0,0,0,0,0.36,0,0,0.094,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,3.724,1.966,0.728,1.487832,0,4.374,3.032,0.72,1.978001,0
2021/05/25 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244,1.508,0.612,1.392569,0,2.992,2.706,0.588,1.803064,0
2021/05/25 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.156,1.524,0.612,1.396034,0,3.382,3.056,0.588,1.89313,0
2021/05/26 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661,1.113,0.461,0.967349,0,2.719,2.284,0.441,1.339741,0
2021/05/26 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.502,0.618,1.472243,0,3.666,3.038,0.586,1.898326,0
2021/05/26 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.206,1.484,0.618,1.428942,0,3.542,3,0.584,1.792671,0
2021/05/26 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,1.508,0.618,1.361391,0,3.338,3.012,0.584,1.771886,0
2021/05/26 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.206,1.498,0.614,1.380444,0,3.57,2.958,0.584,1.785744,0
2021/05/26 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1.354,0.616,1.065211,0,3.434,2.836,0.586,1.4861,1
2021/05/26 6:00,0.14,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952,0.89,0.62,1.629859,0,3.058,2.292,0.588,1.948556,4.7
2021/05/26 7:00,0.175,0,0.011,0,0,0.034,0.186,0.095,0,0.192,0.148,0,0,0.194,0,0,0.096,0,0.048,0.166,0.105,0.154,0,0.062,0.083,0.052,0.074,0,0.004,0.002,0.007,0.002,0,0,0,0,0.001,0.013,0.028,0,0.017,0,0,0,0.051,0.015,0,0.019,0.009,0.111,0,0,0,0.022,0,0,0,0,0,0,0,0.019,0,0,0,0.059,0,0,0,0,0,2.354,0.924,0.984,3.862472,0,3.57,1.256,0.97,4.182901,10.3
2021/05/26 8:00,0.175,0,0.081,0.001,0,0.091,0.195,0.1,0,0.2,0.148,0,0.047,0.199,0,0.011,0.1,0,0.051,0.264,0.134,0.245,0,0.045,0.062,0.143,0.195,0,0.042,0.155,0.094,0.143,0,0.039,0,0,0.021,0,0.153,0,0.122,0.079,0,0,0.585,0.114,0,0.219,0.089,0.259,0.203,0.259,0.031,0.13,0.001,0,0,0,0,0.014,0,0.095,0,0,0,0.113,0,0,0.001,0.016,0.268,2.838,1.256,1.654,5.637823,0,4.238,2.044,1.684,6.084692,14.9
2021/05/26 9:00,0.172,0,0.072,0,0,0.086,0.193,0.098,0,0.196,0.147,0,0.07,0.196,0,0.054,0.097,0,0.205,0.742,0.451,0.688,0,0.149,0.516,0,0,0,0,0,0,0,0,0.035,0,0,0.037,0,0.157,0,0.202,0.117,0,0,0.603,0.119,0,0.47,0.469,0.634,0.187,0.448,0.582,0.135,0,0,0,0,0,0,0.157,0.128,0,0,0,0,0,0,0,0.033,0.567,3.306,2.102,3.546,5.424781,1,5.22,2.512,3.966,5.869916,14.9
2021/05/26 10:00,0.175,0,0.087,0,0,0.092,0.195,0.1,0.001,0.2,0.148,0,0.064,0.199,0,0.052,0.099,0,0.194,0.75,0.456,0.695,0,0.189,0.358,0.118,0.162,0,0,0.318,0.088,0.296,0,0.054,0,0,0.036,0,0.153,0,0.2,0.125,0,0,0.586,0.116,0,0.284,0.535,0.615,0.103,0.435,0.579,0.13,0,0,0,0,0,0.011,0.196,0.123,0,0,0,0,0,0,0,0.021,0.583,3.412,1.914,4.304,6.595647,1,5.396,2.082,4.686,7.059837,17.1
2021/05/26 11:00,0.172,0,0.073,0,0,0.059,0.192,0.098,0,0.197,0.146,0,0.086,0.197,0,0.033,0.098,0,0.177,0.74,0.45,0.686,0,0.222,0.164,0.429,0.587,0,0,0.557,0.205,0.686,0,0.07,0,0,0.037,0,0.157,0,0.201,0.093,0,0,0.413,0.118,0,0,0.597,0.605,0.488,0.445,0.592,0.134,0,0,0,0.31,0,0.066,0.201,0.127,0,0,0,0,0,0,0,0.044,0.598,3.398,1.862,6.486,7.335231,1,5.15,2.224,7.132,7.865239,19
2021/05/26 12:00,0.176,0,0.074,0,0,0.082,0.196,0.1,0,0.2,0.149,0,0.106,0.2,0,0.056,0.1,0,0.176,0.753,0.449,0.685,0,0.223,0.538,0.427,0.586,0,0,0,0.205,0.686,0,0.054,0,0,0.037,0,0.154,0,0.274,0.095,0,0,0.353,0.116,0,0,0.579,0.5,0.194,0.418,0.582,0.131,0,0,0,0.298,0,0.016,0.128,0.125,0,0,0,0.159,0,0,0,0.038,0.587,3.366,1.782,5.926,7.988214,1,5.348,1.858,6.65,8.426423,20.5
2021/05/26 13:00,0.172,0,0.11,0,0,0.096,0.193,0.098,0,0.197,0.146,0,0.104,0.196,0,0.069,0.097,0,0.205,0.742,0.459,0.701,0,0.39,0.525,0.438,0.599,0,0.044,0.16,0.062,0.206,0,0.078,0,0,0.037,0,0.157,0,0.269,0.123,0,0,0,0.118,0,0.331,0.627,0.595,0.21,0,0.595,0.134,0,0,0,0.282,0,0.042,0.202,0.126,0,0,0,0.03,0,0,0,0.039,0.599,3.434,1.796,4.126,8.175275,3,5.492,1.816,4.518,8.793618,21.6
2021/05/26 14:00,0.172,0,0.032,0,0,0.033,0.191,0.098,0.106,0.196,0.146,0,0.09,0.196,0,0.025,0.098,0,0.204,0.738,0.449,0.684,0,0.381,0.514,0.427,0.584,0,0.203,0.738,0.204,0.686,0,0.047,0,0,0.036,0,0.153,0,0.301,0.092,0,0,0.117,0.116,0,0.195,0.453,0.581,0.477,0,0.616,0.131,0,0,0,0.21,0,0.013,0.196,0.125,0,0,0,0.197,0,0,0,0.014,0.585,3.804,2.098,5.244,6.580057,1,5.798,2.4,6.178,7.032124,17.8
2021/05/26 15:00,0.175,0,0.088,0,0,0.056,0.196,0.1,0,0.2,0.149,0,0.099,0.2,0,0.033,0.099,0,0.208,0.753,0.458,0.698,0,0.238,0.321,0.147,0.201,0,0.207,0.752,0.209,0.698,0,0.069,0,0,0.037,0,0.157,0,0.261,0.11,0,0,0.199,0.118,0,0.281,0.457,0.592,0.241,0.323,0.629,0.133,0,0,0,0.361,0,0.012,0.201,0.126,0,0,0,0.201,0,0,0,0.025,0.597,3.226,2.784,4.304,4.543168,1,5.168,3.05,4.614,5.073175,13
2021/05/26 16:00,0.175,0,0.034,0,0,0.012,0.194,0.099,0,0.199,0.147,0,0.05,0.198,0,0.018,0.099,0,0.206,0.748,0.454,0.693,0,0,0,0,0,0,0.206,0.746,0.207,0.694,0,0.031,0,0,0.037,0,0.155,0,0.289,0.093,0,0,0.197,0.117,0,0.233,0.464,0.589,0,0.471,0.614,0.13,0,0,0,0.388,0,0.001,0.195,0.124,0,0,0,0.195,0,0,0,0.019,0.514,3.134,3.414,3.53,3.025891,1,4.914,3.83,3.742,3.432923,9.2
2021/05/26 17:00,0.173,0,0.031,0,0,0.03,0.194,0.099,0,0.199,0.148,0,0.033,0.198,0,0.012,0.098,0,0.206,0.745,0.453,0.691,0,0,0,0,0,0,0.205,0.745,0.207,0.691,0,0.035,0,0,0.037,0,0.155,0,0.345,0.1,0,0,0.075,0.117,0,0.072,0.145,0.186,0.011,0.477,0.623,0.132,0,0,0,0.199,0,0.022,0.199,0.125,0,0,0,0.198,0,0,0,0.03,0.161,3.11,3.898,3.108,1.208972,0,5,4.07,3.202,1.617734,2.7
2021/05/26 18:00,0.173,0,0.024,0,0,0.012,0.194,0.099,0,0.197,0.146,0,0.009,0.192,0,0.006,0.099,0,0.188,0.678,0.412,0.628,0,0,0,0,0,0,0.199,0.724,0.201,0.673,0,0.034,0,0,0.036,0,0.155,0,0,0.04,0,0,0,0.116,0,0,0,0,0,0.484,0.632,0.134,0,0,0,0,0,0.012,0.201,0.127,0,0,0,0.201,0,0,0,0.011,0,3.14,3.1,2.786,1.565773,1,4.804,3.646,2.83,1.887934,0.4
2021/05/26 19:00,0.174,0,0.006,0,0,0.028,0.193,0.099,0,0.198,0.001,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.02,0,0,0.026,0,0,0,0.117,0,0,0,0,0,0.107,0.028,0.018,0,0,0,0,0,0,0.05,0.125,0,0,0,0.198,0,0,0,0,0,2.998,2.212,0.668,1.517276,0,4.544,2.74,0.654,1.910451,0
2021/05/26 20:00,0.174,0,0,0,0,0,0.194,0.099,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0.025,0,0,0,0.011,0,2.532,1.51,0.622,1.392569,0,3.298,2.612,0.6,1.861953,0
2021/05/26 21:00,0.011,0,0,0,0,0,0.013,0.006,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.324,1.488,0.614,1.349266,0,3.008,2.452,0.588,1.981465,0
2021/05/26 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.46,0.612,1.347534,0,3.054,2.404,0.59,1.889667,0
2021/05/26 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,1.45,0.612,1.430674,0,3.196,2.762,0.588,1.950288,0
